transaction_id,amount,failure_reason,ml_recovery_probability,ai_recommended_action,approved_action,guardrail_reason,simulated_recovery_probability,simulated_recovered
TXN001294,6438.33,Bank Timeout,0.6707,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN001296,400.9,Authentication Failed,0.5213,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001303,1484.82,Bank Timeout,0.844,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001305,2203.4,Authentication Failed,0.5087,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001306,852.29,Insufficient Funds,0.4304,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001307,2571.22,Insufficient Funds,0.6205,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001313,441.34,Authentication Failed,0.5599,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001315,295.77,Bank Timeout,0.7682,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001320,1115.27,Expired Card,0.0989,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001321,619.09,Bank Timeout,0.4437,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001327,2726.39,Authentication Failed,0.4706,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001329,1418.94,Authentication Failed,0.3758,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001331,1381.23,Insufficient Funds,0.6544,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001333,2444.17,Insufficient Funds,0.4176,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001334,736.53,Insufficient Funds,0.4726,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001335,265.91,Insufficient Funds,0.512,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001337,615.35,Insufficient Funds,0.5127,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001340,705.96,Authentication Failed,0.4662,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001341,1616.47,Expired Card,0.1,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001347,414.13,Insufficient Funds,0.4739,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001350,3103.92,Expired Card,0.1527,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001351,807.34,Network Error,0.7212,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN001354,697.56,Expired Card,0.0858,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001358,797.88,Bank Timeout,0.8432,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001362,1680.62,Network Error,0.6697,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001364,452.27,Insufficient Funds,0.6391,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001365,676.32,Insufficient Funds,0.4447,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001368,922.89,Expired Card,0.217,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001374,983.64,Authentication Failed,0.5761,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001382,1936.12,Network Error,0.6932,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001384,5177.05,Network Error,0.6388,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001389,831.19,Network Error,0.747,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001395,694.3,Bank Timeout,0.7455,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001398,162.03,Insufficient Funds,0.6305,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001399,842.9,Authentication Failed,0.4729,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001415,210.17,Bank Timeout,0.7629,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001420,1482.78,Expired Card,0.2411,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001422,1820.13,Authentication Failed,0.5014,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001423,2813.08,Bank Timeout,0.7234,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001425,249.27,Bank Timeout,0.8271,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001427,1372.55,Authentication Failed,0.4862,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001433,1920.92,Insufficient Funds,0.5333,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001443,1018.02,Authentication Failed,0.4639,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001444,900.81,Expired Card,0.1691,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001445,791.63,Expired Card,0.1825,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001451,1765.86,Expired Card,0.1974,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001457,559.76,Insufficient Funds,0.5411,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001458,1998.12,Insufficient Funds,0.5731,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001459,1206.74,Expired Card,0.2313,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001461,609.01,Expired Card,0.1413,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001462,4125.6,Expired Card,0.1714,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001470,921.77,Expired Card,0.1517,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001474,615.95,Insufficient Funds,0.6127,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001477,4678.47,Insufficient Funds,0.601,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001485,272.23,Authentication Failed,0.6258,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001487,1198.02,Network Error,0.6332,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001488,664.44,Insufficient Funds,0.5062,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001491,1137.28,Network Error,0.7493,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001493,5381.2,Insufficient Funds,0.5454,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001497,312.09,Insufficient Funds,0.5192,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001501,597.29,Expired Card,0.1343,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001508,871.8,Network Error,0.6633,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001512,412.87,Authentication Failed,0.4036,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001514,1467.3,Authentication Failed,0.5285,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001517,567.12,Authentication Failed,0.4781,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001518,1894.31,Expired Card,0.145,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001520,447.58,Expired Card,0.0845,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001521,781.43,Authentication Failed,0.4839,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001525,3346.6,Insufficient Funds,0.6056,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001526,475.24,Authentication Failed,0.3915,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001529,2311.26,Bank Timeout,0.8063,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN001534,1278.6,Network Error,0.7345,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN001538,1005.87,Network Error,0.7104,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001541,680.41,Expired Card,0.1744,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001542,5874.35,Insufficient Funds,0.4817,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001544,1222.03,Bank Timeout,0.6777,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001545,1167.97,Authentication Failed,0.5306,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001547,643.24,Insufficient Funds,0.4753,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001548,1284.77,Authentication Failed,0.4915,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001552,370.18,Expired Card,0.1517,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001564,3018.02,Insufficient Funds,0.545,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001567,1314.68,Bank Timeout,0.8378,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001569,1406.26,Authentication Failed,0.4747,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001571,232.9,Authentication Failed,0.5166,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001574,743.65,Network Error,0.731,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001576,1381.58,Authentication Failed,0.4959,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001578,3357.23,Network Error,0.6802,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,True
TXN001580,1531.72,Authentication Failed,0.4504,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001582,2964.87,Network Error,0.7779,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001583,758.29,Network Error,0.6536,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,True
TXN001585,1663.02,Bank Timeout,0.717,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001586,570.01,Authentication Failed,0.4847,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001587,1100.04,Insufficient Funds,0.6794,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001588,4014.79,Bank Timeout,0.8246,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001594,866.58,Expired Card,0.231,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001596,1037.3,Network Error,0.7839,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001597,3251.48,Network Error,0.6008,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001598,826.05,Authentication Failed,0.5011,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001602,1003.82,Authentication Failed,0.5231,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001605,477.16,Insufficient Funds,0.4948,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001607,1218.95,Network Error,0.7207,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001610,2146.25,Network Error,0.5338,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,True
TXN001614,1552.21,Expired Card,0.1539,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001616,1109.12,Expired Card,0.3639,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001618,735.82,Bank Timeout,0.5528,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN001620,4705.25,Network Error,0.6617,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001624,1699.08,Expired Card,0.0631,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001628,2321.53,Bank Timeout,0.7157,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001630,641.72,Insufficient Funds,0.4038,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001631,3475.72,Bank Timeout,0.8058,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN001639,344.62,Authentication Failed,0.4656,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001648,577.19,Expired Card,0.0873,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001651,408.35,Bank Timeout,0.7011,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001657,478.35,Bank Timeout,0.6477,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001658,1867.39,Expired Card,0.0961,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001659,1026.42,Authentication Failed,0.4424,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001660,1332.05,Bank Timeout,0.7273,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001662,3035.27,Insufficient Funds,0.3968,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001670,881.12,Expired Card,0.3926,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001673,423.62,Authentication Failed,0.3857,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001674,1053.73,Authentication Failed,0.4493,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001675,582.48,Authentication Failed,0.4696,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001677,91.86,Authentication Failed,0.4124,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001678,1215.51,Authentication Failed,0.4644,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001692,1532.9,Authentication Failed,0.4518,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001694,1354.81,Authentication Failed,0.5138,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001700,837.93,Insufficient Funds,0.4576,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001703,966.19,Expired Card,0.1392,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001705,1889.7,Expired Card,0.0921,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001707,2197.37,Insufficient Funds,0.4112,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001709,1141.88,Bank Timeout,0.6659,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001711,575.3,Bank Timeout,0.5953,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001713,967.69,Expired Card,0.1734,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001714,3370.54,Network Error,0.6317,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001716,907.98,Network Error,0.5773,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001718,2342.68,Network Error,0.5485,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001719,367.93,Bank Timeout,0.6557,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN001720,621.15,Insufficient Funds,0.5459,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001724,738.99,Insufficient Funds,0.6378,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001725,635.81,Expired Card,0.1498,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001727,1257.91,Bank Timeout,0.7459,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001728,1499.3,Insufficient Funds,0.6175,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001729,1997.53,Bank Timeout,0.829,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001731,695.37,Network Error,0.5374,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001735,533.15,Bank Timeout,0.6682,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001738,3165.99,Insufficient Funds,0.4907,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001742,534.21,Expired Card,0.1519,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001743,765.99,Bank Timeout,0.7547,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001746,2243.39,Insufficient Funds,0.4629,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001747,1099.4,Expired Card,0.1304,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001749,6402.37,Authentication Failed,0.5412,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001750,2862.55,Authentication Failed,0.4149,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001753,1609.3,Network Error,0.8365,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001755,649.01,Expired Card,0.1389,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001757,704.03,Authentication Failed,0.4365,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001761,1723.09,Bank Timeout,0.8277,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001765,1408.27,Authentication Failed,0.4937,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001766,4564.04,Insufficient Funds,0.4868,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001770,844.44,Expired Card,0.1552,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001775,6779.57,Bank Timeout,0.6454,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001779,1320.8,Insufficient Funds,0.484,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001783,2126.96,Bank Timeout,0.8572,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001786,2133.05,Expired Card,0.2654,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001788,447.1,Insufficient Funds,0.3224,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001789,396.9,Bank Timeout,0.6802,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN001791,1078.74,Authentication Failed,0.2872,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001796,1174.16,Insufficient Funds,0.5973,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001806,1167.35,Bank Timeout,0.8363,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN001808,494.61,Bank Timeout,0.6256,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001810,1661.52,Authentication Failed,0.5204,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001811,845.45,Bank Timeout,0.5,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001812,518.17,Insufficient Funds,0.5938,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001814,1869.63,Authentication Failed,0.5108,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001817,630.25,Expired Card,0.1861,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001818,647.27,Bank Timeout,0.8505,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN001820,791.58,Bank Timeout,0.7429,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001824,269.39,Bank Timeout,0.763,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001825,1364.32,Authentication Failed,0.5265,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001827,495.9,Bank Timeout,0.7667,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN001829,387.12,Authentication Failed,0.4372,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001830,249.03,Bank Timeout,0.713,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001834,1301.21,Bank Timeout,0.7161,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001835,913.77,Insufficient Funds,0.4351,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001836,3467.06,Bank Timeout,0.8307,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001838,968.32,Network Error,0.6283,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,True
TXN001841,1463.1,Authentication Failed,0.4183,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001842,1641.61,Insufficient Funds,0.5504,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001843,4572.52,Authentication Failed,0.4164,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001853,795.74,Expired Card,0.2058,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001854,2106.14,Authentication Failed,0.4224,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001857,594.64,Bank Timeout,0.756,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001861,790.1,Bank Timeout,0.7621,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001870,500.51,Authentication Failed,0.4805,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN001871,597.54,Insufficient Funds,0.5392,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001876,764.32,Authentication Failed,0.3393,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001878,1297.56,Authentication Failed,0.4915,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001879,302.59,Authentication Failed,0.4711,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001880,627.76,Bank Timeout,0.4695,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001881,490.58,Insufficient Funds,0.6627,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001884,2031.73,Network Error,0.6532,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,True
TXN001886,534.57,Bank Timeout,0.5475,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001889,1253.95,Network Error,0.7969,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001891,663.29,Network Error,0.5301,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
