transaction_id,customer_id,transaction_time,amount,payment_method,customer_success_rate,previous_failed_attempts,is_new_device,status,failure_reason,recovered
TXN003028,CUST02512,2026-04-28 23:16:00,8137.29,Net Banking,0.87,0,0,Failed,Expired Card,0
TXN003029,CUST02096,2026-06-30 20:01:00,3035.73,UPI,0.41,0,0,Failed,Insufficient Funds,1
TXN003030,CUST00574,2026-07-10 08:07:00,310.06,UPI,0.39,1,0,Success,None,0
TXN003031,CUST02924,2026-10-02 18:18:00,8680.03,Card,0.85,1,0,Success,None,0
TXN003032,CUST01463,2026-05-31 05:43:00,1533.4,Net Banking,0.73,2,0,Success,None,0
TXN003033,CUST00285,2026-07-18 11:15:00,147.35,Net Banking,0.89,3,1,Failed,Insufficient Funds,1
TXN003034,CUST02629,2026-07-19 13:20:00,592.88,Wallet,0.76,3,0,Failed,Insufficient Funds,0
TXN003035,CUST01838,2026-10-05 17:08:00,1086.16,Card,0.73,1,0,Success,None,0
TXN003036,CUST00932,2026-08-23 17:59:00,501.49,Net Banking,0.8,1,0,Success,None,0
TXN003037,CUST00215,2026-01-16 10:27:00,582.88,UPI,0.88,1,1,Success,None,0
TXN003038,CUST00898,2026-11-13 22:23:00,1908.84,UPI,0.7,1,0,Success,None,0
TXN003039,CUST02051,2026-05-22 02:14:00,835.79,Card,0.45,2,0,Success,None,0
TXN003040,CUST00079,2026-06-29 05:08:00,2365.5,Wallet,0.6,4,0,Failed,Insufficient Funds,0
TXN003041,CUST02253,2026-03-14 20:42:00,1140.66,Wallet,0.76,0,0,Success,None,0
TXN003042,CUST00856,2026-01-03 14:29:00,939.77,UPI,0.52,1,1,Success,None,0
TXN003043,CUST02875,2026-07-05 09:00:00,796.15,Net Banking,0.95,0,0,Success,None,0
TXN003044,CUST01627,2026-07-15 05:38:00,1249.57,Card,1.0,1,0,Failed,Insufficient Funds,0
TXN003045,CUST01089,2026-07-06 00:08:00,3998.35,Net Banking,0.69,4,0,Success,None,0
TXN003046,CUST00655,2026-05-02 18:46:00,592.09,Wallet,0.52,1,0,Success,None,0
TXN003047,CUST01340,2026-02-13 09:18:00,188.23,Card,0.92,2,1,Failed,Network Error,1
TXN003048,CUST00119,2026-03-16 11:44:00,919.24,Wallet,0.7,3,1,Success,None,0
TXN003049,CUST00462,2026-10-20 23:00:00,769.2,Card,0.96,0,1,Failed,Insufficient Funds,1
TXN003050,CUST00820,2026-10-31 06:15:00,407.05,Card,0.82,4,0,Success,None,0
TXN003051,CUST02430,2026-06-18 20:34:00,1158.24,Card,0.62,2,0,Success,None,0
TXN003052,CUST02654,2026-03-20 22:28:00,1213.24,UPI,0.78,1,0,Success,None,0
TXN003053,CUST01270,2026-10-30 01:02:00,845.66,UPI,0.51,0,0,Success,None,0
TXN003054,CUST01368,2026-12-11 17:13:00,2181.36,Card,0.33,1,1,Failed,Authentication Failed,0
TXN003055,CUST01876,2026-12-02 06:14:00,2743.38,Net Banking,0.73,3,0,Success,None,0
TXN003056,CUST01967,2026-10-17 10:50:00,3038.03,Wallet,0.64,4,0,Success,None,0
TXN003057,CUST00319,2026-11-19 00:06:00,1802.83,Card,0.79,4,0,Failed,Insufficient Funds,0
TXN003058,CUST02537,2026-12-11 17:09:00,931.0,UPI,0.67,0,0,Failed,Network Error,1
TXN003059,CUST01243,2026-09-23 07:53:00,843.24,UPI,0.96,3,1,Success,None,0
TXN003060,CUST00399,2026-03-20 09:23:00,983.67,Card,0.91,0,0,Success,None,0
TXN003061,CUST01734,2026-04-12 22:29:00,1284.26,Card,0.77,2,0,Success,None,0
TXN003062,CUST02678,2026-10-08 12:14:00,184.89,Wallet,0.48,0,0,Success,None,0
TXN003063,CUST00492,2026-04-06 15:43:00,1311.36,UPI,0.95,2,0,Success,None,0
TXN003064,CUST00839,2026-11-17 12:05:00,1711.27,Wallet,0.97,0,0,Success,None,0
TXN003065,CUST00716,2026-02-01 08:18:00,105.83,Wallet,0.7,0,0,Failed,Bank Timeout,1
TXN003066,CUST02375,2026-04-09 07:52:00,439.17,Wallet,0.88,4,0,Failed,Insufficient Funds,1
TXN003067,CUST00260,2026-01-24 17:21:00,2161.67,Wallet,0.96,1,0,Success,None,0
TXN003068,CUST02778,2026-01-14 12:43:00,1841.99,Wallet,0.48,3,0,Success,None,0
TXN003069,CUST01772,2026-03-05 17:22:00,1499.47,Wallet,0.79,3,1,Success,None,0
TXN003070,CUST02363,2026-10-08 04:16:00,3488.77,UPI,0.8,0,0,Success,None,0
TXN003071,CUST02908,2026-03-15 19:12:00,355.8,Net Banking,0.42,2,1,Failed,Network Error,1
TXN003072,CUST02750,2026-03-27 11:52:00,280.1,UPI,0.76,2,0,Success,None,0
TXN003073,CUST00008,2026-07-23 12:07:00,1836.19,Wallet,0.42,0,1,Success,None,0
TXN003074,CUST00949,2026-05-13 12:59:00,1232.97,Wallet,0.83,0,0,Failed,Insufficient Funds,0
TXN003075,CUST01869,2026-05-16 21:39:00,1205.21,Net Banking,0.67,3,0,Failed,Network Error,0
TXN003076,CUST01314,2026-03-05 08:06:00,204.45,Card,0.56,2,1,Failed,Expired Card,0
TXN003077,CUST01525,2026-10-07 08:53:00,157.42,Wallet,0.49,3,0,Failed,Network Error,0
TXN003078,CUST02756,2026-05-12 04:36:00,2117.4,Card,1.0,3,1,Failed,Authentication Failed,1
TXN003079,CUST02467,2026-05-02 04:05:00,3560.69,UPI,0.57,2,0,Success,None,0
TXN003080,CUST02644,2026-10-02 09:57:00,2072.25,Net Banking,0.69,3,1,Success,None,0
TXN003081,CUST00176,2026-08-07 00:19:00,1537.38,Card,0.86,2,0,Failed,Network Error,1
TXN003082,CUST02350,2026-10-28 06:12:00,1223.45,Card,0.63,1,0,Success,None,0
TXN003083,CUST00335,2026-07-02 13:09:00,2219.08,Wallet,0.81,3,0,Success,None,0
TXN003084,CUST02129,2026-04-03 17:45:00,1689.98,UPI,0.49,0,0,Success,None,0
TXN003085,CUST00929,2026-02-12 13:40:00,648.8,Card,0.81,2,1,Failed,Network Error,0
TXN003086,CUST02247,2026-03-21 18:16:00,3027.23,Net Banking,0.67,3,1,Failed,Expired Card,0
TXN003087,CUST01672,2026-08-22 04:30:00,424.09,Net Banking,0.32,0,0,Success,None,0
TXN003088,CUST00638,2026-11-22 04:45:00,1742.59,Wallet,0.7,1,0,Success,None,0
TXN003089,CUST02029,2026-09-11 00:27:00,1143.63,UPI,0.83,1,0,Success,None,0
TXN003090,CUST00991,2026-10-28 10:59:00,2046.45,Net Banking,0.82,3,0,Failed,Bank Timeout,1
TXN003091,CUST00783,2026-01-12 07:44:00,2040.16,UPI,0.58,0,0,Success,None,0
TXN003092,CUST00496,2026-10-29 08:10:00,1655.04,Net Banking,0.9,1,0,Success,None,0
TXN003093,CUST00275,2026-12-13 06:04:00,497.92,UPI,0.78,2,1,Success,None,0
TXN003094,CUST01729,2026-01-04 20:20:00,424.0,UPI,0.41,2,1,Failed,Expired Card,0
TXN003095,CUST01406,2026-03-17 21:26:00,1888.31,Net Banking,0.31,3,0,Success,None,0
TXN003096,CUST01756,2026-08-20 06:38:00,621.35,Net Banking,0.63,4,1,Failed,Expired Card,0
TXN003097,CUST02782,2026-07-02 01:01:00,306.74,UPI,0.59,3,0,Success,None,0
TXN003098,CUST01440,2026-09-13 02:12:00,3151.2,Net Banking,0.52,0,0,Success,None,0
TXN003099,CUST01572,2026-06-03 21:37:00,1663.17,Wallet,0.77,4,0,Failed,Expired Card,0
TXN003100,CUST02806,2026-05-19 08:12:00,483.01,Net Banking,0.88,3,0,Success,None,0
TXN003101,CUST01997,2026-04-02 19:22:00,1510.41,UPI,0.34,0,1,Failed,Expired Card,0
TXN003102,CUST00340,2026-06-15 13:06:00,218.93,UPI,0.36,1,0,Success,None,0
TXN003103,CUST01382,2026-01-13 12:05:00,1278.82,Wallet,0.79,1,1,Success,None,0
TXN003104,CUST01269,2026-03-20 20:17:00,1182.66,Net Banking,0.69,4,1,Success,None,0
TXN003105,CUST00389,2026-08-05 01:27:00,1131.21,Wallet,0.32,0,0,Success,None,0
TXN003106,CUST02074,2026-07-02 19:10:00,1217.06,UPI,0.93,3,0,Success,None,0
TXN003107,CUST01898,2026-10-19 17:55:00,4495.78,Card,0.99,2,1,Failed,Expired Card,0
TXN003108,CUST01038,2026-09-12 05:06:00,2187.4,UPI,0.5,4,0,Success,None,0
TXN003109,CUST00713,2026-11-07 18:28:00,461.68,Wallet,0.44,3,0,Success,None,0
TXN003110,CUST00164,2026-06-05 08:50:00,1434.65,Card,0.39,2,0,Failed,Insufficient Funds,0
TXN003111,CUST00315,2026-06-27 00:53:00,979.02,Card,0.96,1,1,Failed,Bank Timeout,1
TXN003112,CUST01587,2026-01-16 23:22:00,212.09,UPI,0.72,1,1,Success,None,0
TXN003113,CUST00749,2026-11-12 03:25:00,623.07,Net Banking,0.32,1,0,Success,None,0
TXN003114,CUST00937,2026-02-06 23:15:00,1950.19,Wallet,0.4,3,0,Success,None,0
TXN003115,CUST00571,2026-06-09 12:09:00,832.97,Card,0.89,1,0,Success,None,0
TXN003116,CUST01502,2026-09-15 22:10:00,1208.54,Wallet,0.6,3,0,Success,None,0
TXN003117,CUST02601,2026-06-02 09:59:00,289.43,Net Banking,0.35,4,0,Failed,Authentication Failed,0
TXN003118,CUST01143,2026-01-25 08:55:00,221.1,UPI,0.94,3,1,Success,None,0
TXN003119,CUST00358,2026-06-22 19:20:00,4313.24,UPI,0.96,2,0,Failed,Authentication Failed,1
TXN003120,CUST00564,2026-02-28 23:32:00,654.3,Card,0.86,0,0,Success,None,0
TXN003121,CUST02337,2026-06-12 10:05:00,1369.75,UPI,0.43,1,0,Success,None,0
TXN003122,CUST02283,2026-01-25 07:52:00,556.7,Net Banking,0.67,2,1,Success,None,0
TXN003123,CUST02385,2026-07-23 18:26:00,266.53,Card,0.46,3,0,Success,None,0
TXN003124,CUST00952,2026-04-20 08:26:00,862.18,UPI,0.42,1,0,Success,None,0
TXN003125,CUST02874,2026-05-16 09:20:00,1725.43,Card,0.63,3,0,Success,None,0
TXN003126,CUST02090,2026-07-10 23:42:00,652.77,UPI,0.55,0,0,Success,None,0
TXN003127,CUST02399,2026-04-21 10:39:00,4404.53,Net Banking,0.93,4,0,Success,None,0
TXN003128,CUST01309,2026-10-19 17:12:00,1545.61,Card,0.53,1,1,Success,None,0
TXN003129,CUST00773,2026-06-24 07:14:00,1038.33,Card,0.93,3,1,Failed,Bank Timeout,1
TXN003130,CUST00707,2026-02-23 04:44:00,888.26,UPI,0.51,3,0,Success,None,0
TXN003131,CUST02089,2026-06-23 22:06:00,4194.99,Card,0.93,1,0,Success,None,0
TXN003132,CUST02319,2026-08-17 06:17:00,761.35,UPI,0.44,1,0,Success,None,0
TXN003133,CUST02563,2026-10-29 10:57:00,634.64,Wallet,0.36,2,0,Success,None,0
TXN003134,CUST01665,2026-01-16 14:56:00,759.06,Net Banking,0.38,0,1,Failed,Network Error,1
TXN003135,CUST00114,2026-05-23 06:39:00,1972.95,Wallet,0.87,1,0,Success,None,0
TXN003136,CUST02484,2026-06-24 12:45:00,320.48,Wallet,0.48,1,0,Failed,Expired Card,0
TXN003137,CUST02647,2026-08-07 01:57:00,607.77,Wallet,0.79,1,0,Success,None,0
TXN003138,CUST02037,2026-08-07 09:19:00,230.37,Net Banking,0.52,0,1,Success,None,0
TXN003139,CUST01710,2026-09-14 11:47:00,1076.16,UPI,0.39,0,0,Success,None,0
TXN003140,CUST02628,2026-04-11 23:51:00,880.37,Card,0.45,0,0,Success,None,0
TXN003141,CUST01151,2026-04-21 11:59:00,1309.52,Wallet,0.38,3,0,Failed,Expired Card,1
TXN003142,CUST01263,2026-05-21 13:44:00,362.74,Net Banking,0.97,3,1,Failed,Expired Card,0
TXN003143,CUST01923,2026-09-09 17:45:00,88.84,Card,0.97,2,0,Success,None,0
TXN003144,CUST01403,2026-04-02 14:27:00,2069.38,Wallet,0.85,4,0,Success,None,0
TXN003145,CUST01112,2026-04-24 23:29:00,206.01,Net Banking,0.96,2,0,Success,None,0
TXN003146,CUST00981,2026-05-07 21:21:00,649.6,Net Banking,0.71,4,0,Failed,Network Error,1
TXN003147,CUST01373,2026-04-12 09:45:00,976.25,Card,0.61,4,1,Failed,Network Error,0
TXN003148,CUST02744,2026-10-20 02:07:00,1447.97,Wallet,0.32,1,0,Success,None,0
TXN003149,CUST00779,2026-03-16 10:38:00,601.52,Net Banking,0.7,2,0,Failed,Authentication Failed,1
TXN003150,CUST00481,2026-03-16 21:43:00,1654.91,Card,0.9,2,0,Success,None,0
TXN003151,CUST00750,2026-03-31 10:22:00,432.53,Net Banking,0.57,3,0,Success,None,0
TXN003152,CUST01984,2026-07-15 15:56:00,823.92,Wallet,0.55,2,1,Success,None,0
TXN003153,CUST00600,2026-04-02 22:41:00,1346.72,Net Banking,0.57,2,0,Failed,Insufficient Funds,1
TXN003154,CUST02256,2026-01-25 05:29:00,913.44,Wallet,0.72,3,0,Success,None,0
TXN003155,CUST01044,2026-12-07 07:58:00,1223.26,Card,0.71,3,1,Success,None,0
TXN003156,CUST02094,2026-03-14 12:32:00,1317.71,Net Banking,0.6,4,1,Success,None,0
TXN003157,CUST00209,2026-08-05 17:33:00,376.74,Net Banking,0.81,3,1,Success,None,0
TXN003158,CUST01952,2026-04-25 00:16:00,642.11,UPI,0.99,3,1,Failed,Insufficient Funds,0
TXN003159,CUST00742,2026-10-04 18:04:00,857.66,Card,0.94,0,0,Success,None,0
TXN003160,CUST00169,2026-02-09 03:00:00,3278.94,UPI,0.82,0,0,Success,None,0
TXN003161,CUST00522,2026-03-16 14:22:00,637.36,Net Banking,0.6,0,1,Success,None,0
TXN003162,CUST02705,2026-01-04 14:07:00,670.94,UPI,0.72,4,0,Success,None,0
TXN003163,CUST01383,2026-04-14 11:16:00,969.02,UPI,0.33,4,0,Success,None,0
TXN003164,CUST00986,2026-08-14 02:53:00,257.07,Wallet,0.99,1,0,Success,None,0
TXN003165,CUST02264,2026-02-25 05:36:00,2789.94,Net Banking,0.85,2,0,Failed,Insufficient Funds,0
TXN003166,CUST00901,2026-03-15 23:04:00,3907.91,Net Banking,0.78,1,1,Success,None,0
TXN003167,CUST00657,2026-10-22 17:57:00,434.33,UPI,0.62,0,0,Success,None,0
TXN003168,CUST00511,2026-11-04 19:03:00,1235.76,Wallet,0.59,0,0,Success,None,0
TXN003169,CUST00906,2026-08-10 22:49:00,394.68,Wallet,0.71,1,1,Success,None,0
TXN003170,CUST00711,2026-02-09 02:21:00,1479.32,Card,0.58,1,0,Failed,Insufficient Funds,1
TXN003171,CUST02750,2026-07-31 00:57:00,281.32,Card,0.95,2,1,Failed,Expired Card,0
TXN003172,CUST01828,2026-02-06 13:01:00,609.24,Wallet,0.67,1,0,Success,None,0
TXN003173,CUST01674,2026-02-24 18:05:00,3032.27,UPI,0.56,3,1,Failed,Authentication Failed,0
TXN003174,CUST00095,2026-03-16 16:26:00,1202.75,Wallet,0.31,4,0,Success,None,0
TXN003175,CUST01789,2026-04-28 06:22:00,1621.88,Wallet,0.99,4,0,Success,None,0
TXN003176,CUST02045,2026-11-02 04:28:00,426.74,UPI,0.87,4,1,Success,None,0
TXN003177,CUST02485,2026-02-22 14:47:00,2036.97,Wallet,0.92,1,0,Success,None,0
TXN003178,CUST02462,2026-10-14 22:15:00,1090.09,UPI,0.51,3,0,Success,None,0
TXN003179,CUST00849,2026-05-09 14:52:00,861.59,Wallet,0.64,1,0,Success,None,0
TXN003180,CUST01123,2026-11-24 02:47:00,334.44,Wallet,0.93,1,0,Success,None,0
TXN003181,CUST01555,2026-01-09 20:07:00,1537.42,Card,0.32,4,1,Failed,Expired Card,0
TXN003182,CUST02644,2026-09-17 14:53:00,444.56,Card,0.37,0,1,Success,None,0
TXN003183,CUST01593,2026-05-11 21:32:00,1764.38,UPI,0.91,4,0,Failed,Authentication Failed,1
TXN003184,CUST02011,2026-11-28 00:36:00,874.46,UPI,0.74,3,1,Failed,Authentication Failed,0
TXN003185,CUST01792,2026-03-25 05:09:00,480.5,UPI,0.9,2,0,Failed,Network Error,1
TXN003186,CUST01065,2026-03-03 08:44:00,1871.85,Net Banking,1.0,3,0,Success,None,0
TXN003187,CUST02399,2026-11-04 23:36:00,535.25,Card,0.73,4,0,Success,None,0
TXN003188,CUST01563,2026-10-04 23:11:00,1734.99,UPI,0.52,2,0,Success,None,0
TXN003189,CUST00369,2026-08-13 01:53:00,305.49,Card,0.69,1,0,Success,None,0
TXN003190,CUST01026,2026-06-14 23:15:00,3612.34,UPI,0.42,0,0,Success,None,0
TXN003191,CUST01201,2026-04-12 09:41:00,467.53,Card,0.83,1,1,Success,None,0
TXN003192,CUST00939,2026-03-02 16:01:00,285.15,Card,0.96,3,0,Failed,Expired Card,0
TXN003193,CUST00950,2026-07-28 11:32:00,1321.66,UPI,0.68,0,0,Failed,Bank Timeout,1
TXN003194,CUST02245,2026-11-22 19:56:00,3511.1,Net Banking,0.49,3,1,Success,None,0
TXN003195,CUST00968,2026-08-08 09:53:00,1915.61,Card,0.77,0,0,Success,None,0
TXN003196,CUST00276,2026-10-25 13:35:00,830.46,UPI,0.68,0,0,Success,None,0
TXN003197,CUST02188,2026-07-21 12:01:00,399.3,Card,0.33,0,1,Success,None,0
TXN003198,CUST02963,2026-07-14 07:10:00,410.09,Net Banking,0.9,1,0,Success,None,0
TXN003199,CUST01007,2026-11-08 10:39:00,1971.49,Card,0.56,0,0,Failed,Bank Timeout,1
TXN003200,CUST02103,2026-05-24 09:07:00,3302.76,Net Banking,0.9,0,0,Success,None,0
TXN003201,CUST00685,2026-02-26 18:21:00,1206.35,Card,0.83,0,1,Failed,Bank Timeout,1
TXN003202,CUST02495,2026-06-18 08:33:00,612.02,Card,0.69,2,0,Success,None,0
TXN003203,CUST01864,2026-09-17 18:02:00,2565.05,Card,0.93,1,0,Success,None,0
TXN003204,CUST00664,2026-01-25 10:06:00,846.57,Card,0.72,4,0,Success,None,0
TXN003205,CUST00557,2026-06-17 18:17:00,1026.04,Wallet,0.62,0,0,Success,None,0
TXN003206,CUST02776,2026-11-20 14:23:00,3300.63,Wallet,0.66,3,1,Success,None,0
TXN003207,CUST02652,2026-10-14 07:32:00,1780.08,Wallet,0.43,4,0,Success,None,0
TXN003208,CUST01030,2026-03-02 18:21:00,1154.62,Wallet,0.87,4,1,Success,None,0
TXN003209,CUST00518,2026-01-27 17:31:00,2911.55,Wallet,0.9,0,0,Success,None,0
TXN003210,CUST01223,2026-05-20 06:58:00,5490.88,Net Banking,0.39,0,1,Success,None,0
TXN003211,CUST01227,2026-04-25 12:32:00,324.23,Wallet,0.91,2,0,Success,None,0
TXN003212,CUST00814,2026-06-08 13:47:00,716.85,Wallet,0.87,0,0,Success,None,0
TXN003213,CUST01843,2026-08-25 07:40:00,1095.21,Card,0.37,4,0,Success,None,0
TXN003214,CUST01624,2026-01-06 23:06:00,951.71,Net Banking,0.49,1,0,Success,None,0
TXN003215,CUST01799,2026-05-26 08:36:00,899.32,Card,0.85,2,1,Failed,Authentication Failed,0
TXN003216,CUST01522,2026-02-17 11:34:00,746.97,Wallet,0.94,1,1,Success,None,0
TXN003217,CUST00211,2026-11-23 14:26:00,1060.27,Wallet,0.48,1,0,Success,None,0
TXN003218,CUST01211,2026-05-08 15:11:00,1126.44,UPI,0.8,2,0,Success,None,0
TXN003219,CUST01584,2026-08-06 19:28:00,522.89,Wallet,0.33,3,0,Success,None,0
TXN003220,CUST01454,2026-01-15 18:06:00,4508.17,Net Banking,0.78,4,1,Success,None,0
TXN003221,CUST00278,2026-03-12 10:38:00,869.63,Wallet,0.51,2,0,Success,None,0
TXN003222,CUST02076,2026-02-06 21:11:00,1931.21,Net Banking,0.86,1,0,Success,None,0
TXN003223,CUST02913,2026-01-22 19:18:00,847.47,Card,0.76,4,0,Success,None,0
TXN003224,CUST02087,2026-01-09 18:56:00,785.22,UPI,0.89,1,0,Success,None,0
TXN003225,CUST01653,2026-05-07 07:29:00,746.49,Wallet,0.85,2,1,Failed,Expired Card,1
TXN003226,CUST01168,2026-10-19 17:12:00,2864.03,Net Banking,0.32,2,0,Failed,Expired Card,0
TXN003227,CUST01796,2026-10-06 00:47:00,609.46,UPI,0.98,3,1,Failed,Expired Card,0
TXN003228,CUST02730,2026-02-25 19:49:00,650.39,UPI,0.52,4,0,Failed,Authentication Failed,0
TXN003229,CUST02706,2026-02-22 09:52:00,1246.61,Net Banking,0.49,3,0,Failed,Bank Timeout,1
TXN003230,CUST00382,2026-04-11 09:37:00,449.39,Card,0.38,4,1,Failed,Authentication Failed,0
TXN003231,CUST00172,2026-01-05 09:51:00,198.11,Card,0.59,0,0,Success,None,0
TXN003232,CUST00797,2026-06-02 00:56:00,937.1,Card,0.94,3,0,Success,None,0
TXN003233,CUST01749,2026-11-30 12:45:00,833.74,Card,0.57,4,0,Success,None,0
TXN003234,CUST00003,2026-11-09 16:39:00,1967.67,Card,0.74,0,0,Success,None,0
TXN003235,CUST01088,2026-03-21 18:28:00,1256.96,UPI,0.87,3,0,Success,None,0
TXN003236,CUST00679,2026-01-30 02:47:00,1066.48,Wallet,0.81,3,0,Failed,Authentication Failed,1
TXN003237,CUST02527,2026-04-04 23:10:00,447.32,Net Banking,0.31,2,1,Success,None,0
TXN003238,CUST02587,2026-09-01 02:54:00,280.39,Net Banking,0.55,2,0,Success,None,0
TXN003239,CUST02433,2026-10-24 16:58:00,1336.51,Net Banking,0.97,1,0,Success,None,0
TXN003240,CUST01778,2026-04-30 11:27:00,2228.9,UPI,0.56,3,0,Failed,Expired Card,0
TXN003241,CUST02044,2026-12-13 15:34:00,1804.61,Net Banking,0.55,3,0,Success,None,0
TXN003242,CUST01056,2026-07-22 01:47:00,1847.86,Net Banking,0.88,0,0,Success,None,0
TXN003243,CUST00897,2026-11-26 13:32:00,789.05,Card,0.93,1,1,Failed,Bank Timeout,1
TXN003244,CUST02857,2026-05-31 05:44:00,707.5,UPI,0.52,4,0,Success,None,0
TXN003245,CUST01718,2026-04-19 21:26:00,331.82,Wallet,0.41,4,0,Failed,Insufficient Funds,0
TXN003246,CUST00666,2026-12-12 08:02:00,1267.37,Card,0.49,4,1,Success,None,0
TXN003247,CUST01286,2026-05-28 19:01:00,628.64,UPI,0.81,0,1,Success,None,0
TXN003248,CUST00631,2026-01-12 03:20:00,1047.78,Wallet,0.76,3,1,Failed,Network Error,1
TXN003249,CUST00485,2026-06-27 03:16:00,560.77,Net Banking,0.62,2,0,Success,None,0
TXN003250,CUST01624,2026-05-28 13:43:00,415.66,Wallet,0.93,4,0,Failed,Authentication Failed,1
TXN003251,CUST01174,2026-05-03 08:59:00,501.0,Card,0.54,1,0,Failed,Bank Timeout,1
TXN003252,CUST02431,2026-02-06 15:34:00,1086.87,Net Banking,0.96,3,0,Success,None,0
TXN003253,CUST00338,2026-07-16 17:49:00,3177.45,UPI,0.9,0,0,Failed,Authentication Failed,0
TXN003254,CUST00379,2026-01-01 18:14:00,287.02,Wallet,0.59,1,0,Success,None,0
TXN003255,CUST00728,2026-04-17 02:29:00,612.93,Wallet,0.79,0,0,Success,None,0
TXN003256,CUST02781,2026-01-15 17:16:00,959.67,Net Banking,0.52,2,0,Failed,Bank Timeout,0
TXN003257,CUST01353,2026-08-01 05:08:00,10043.68,Net Banking,0.7,0,0,Success,None,0
TXN003258,CUST00162,2026-10-27 01:45:00,896.73,UPI,0.43,4,0,Success,None,0
TXN003259,CUST00697,2026-02-09 03:41:00,519.83,Card,0.51,3,1,Success,None,0
TXN003260,CUST02431,2026-10-30 20:23:00,1879.53,Net Banking,0.61,2,0,Success,None,0
TXN003261,CUST00568,2026-08-09 16:46:00,3628.07,Net Banking,0.8,0,1,Success,None,0
TXN003262,CUST00645,2026-06-30 17:44:00,3049.55,Net Banking,0.53,4,0,Success,None,0
TXN003263,CUST02823,2026-05-24 05:31:00,780.8,Card,0.3,2,0,Failed,Network Error,1
TXN003264,CUST02847,2026-05-11 14:49:00,1507.35,Card,0.38,3,1,Success,None,0
TXN003265,CUST01203,2026-10-21 19:22:00,1548.23,Net Banking,0.45,3,1,Failed,Bank Timeout,1
TXN003266,CUST02729,2026-03-29 15:06:00,1847.31,Net Banking,0.87,2,0,Success,None,0
TXN003267,CUST00610,2026-01-29 22:16:00,1114.43,Wallet,0.79,1,0,Failed,Insufficient Funds,1
TXN003268,CUST00605,2026-02-15 21:57:00,2238.05,UPI,0.47,0,1,Success,None,0
TXN003269,CUST02961,2026-10-08 11:34:00,374.32,Card,0.34,0,0,Failed,Network Error,1
TXN003270,CUST02373,2026-06-08 12:00:00,1984.12,Net Banking,0.31,1,1,Failed,Authentication Failed,1
TXN003271,CUST02640,2026-12-08 07:26:00,606.47,UPI,0.68,4,0,Success,None,0
TXN003272,CUST01939,2026-02-26 23:47:00,805.59,Card,0.77,0,0,Success,None,0
TXN003273,CUST00785,2026-01-18 19:24:00,4359.14,Wallet,0.81,2,0,Success,None,0
TXN003274,CUST01033,2026-10-23 19:53:00,1629.07,UPI,0.91,3,0,Success,None,0
TXN003275,CUST01899,2026-06-13 16:46:00,291.41,Wallet,0.75,3,0,Success,None,0
TXN003276,CUST01340,2026-11-30 07:42:00,4872.76,Card,0.3,3,0,Success,None,0
TXN003277,CUST00031,2026-06-01 09:19:00,991.91,Card,0.91,1,0,Success,None,0
TXN003278,CUST01995,2026-01-16 07:13:00,376.23,UPI,0.63,2,0,Failed,Bank Timeout,1
TXN003279,CUST02101,2026-04-12 03:59:00,756.66,Card,0.56,4,1,Success,None,0
TXN003280,CUST02953,2026-01-14 23:58:00,455.53,Card,1.0,1,1,Failed,Insufficient Funds,0
TXN003281,CUST02914,2026-05-03 18:19:00,743.5,Net Banking,0.66,2,0,Success,None,0
TXN003282,CUST00429,2026-03-18 20:17:00,660.66,UPI,0.46,3,0,Success,None,0
TXN003283,CUST01362,2026-07-13 06:48:00,1642.21,Card,0.76,4,0,Success,None,0
TXN003284,CUST02166,2026-06-08 08:32:00,913.99,Wallet,0.85,4,0,Success,None,0
TXN003285,CUST01864,2026-07-16 04:02:00,504.02,UPI,0.96,4,0,Failed,Authentication Failed,1
TXN003286,CUST01166,2026-05-29 07:21:00,396.96,UPI,0.62,2,0,Success,None,0
TXN003287,CUST01944,2026-11-29 19:34:00,1125.77,UPI,0.67,3,1,Failed,Expired Card,0
TXN003288,CUST01291,2026-06-13 13:47:00,1115.41,Card,0.84,4,0,Failed,Network Error,1
TXN003289,CUST02671,2026-09-01 08:50:00,1124.23,Net Banking,0.92,0,0,Success,None,0
TXN003290,CUST01618,2026-07-13 05:42:00,963.51,Net Banking,0.99,2,0,Failed,Bank Timeout,0
TXN003291,CUST00909,2026-05-25 12:51:00,694.26,UPI,0.98,3,0,Failed,Insufficient Funds,0
TXN003292,CUST00196,2026-07-14 21:09:00,2375.44,Wallet,0.92,0,0,Success,None,0
TXN003293,CUST00067,2026-10-07 22:45:00,489.92,Wallet,0.67,4,0,Success,None,0
TXN003294,CUST02035,2026-07-14 10:56:00,1254.62,UPI,0.85,4,0,Success,None,0
TXN003295,CUST00475,2026-07-24 03:56:00,799.48,Net Banking,0.36,1,1,Failed,Network Error,1
TXN003296,CUST02233,2026-09-07 10:21:00,1404.22,Card,0.74,1,0,Success,None,0
TXN003297,CUST00327,2026-12-11 15:19:00,292.45,Wallet,0.74,2,0,Success,None,0
TXN003298,CUST00085,2026-12-05 23:55:00,491.92,Wallet,0.96,0,0,Success,None,0
TXN003299,CUST00693,2026-06-01 07:21:00,5051.49,Net Banking,0.9,2,0,Success,None,0
TXN003300,CUST01747,2026-05-12 14:13:00,478.11,Card,0.45,1,0,Failed,Insufficient Funds,1
